# Source: NUDEC_BSM v2 (https://github.com/MiguelEA/nudec_BSM/tree/v2)
# Escudero, Jackson, Laine, Sandner, arXiv:2511.04747 (2025)
# me = 0.51099895 MeV, alpha = 1/137.035999084
# T (MeV)           P_int (e^4) [MeV^4]
6.647672E-02        -5.725689E-11
6.641701E-02        -5.705222E-11
6.635734E-02        -5.684851E-11
6.629773E-02        -5.664553E-11
6.623818E-02        -5.644315E-11
6.617867E-02        -5.624185E-11
6.611923E-02        -5.604048E-11
6.605983E-02        -5.584049E-11
6.600049E-02        -5.564080E-11
6.594120E-02        -5.544211E-11
6.588196E-02        -5.524440E-11
6.582278E-02        -5.504743E-11
6.576365E-02        -5.485045E-11
6.570457E-02        -5.465403E-11
6.564555E-02        -5.445906E-11
6.558658E-02        -5.426437E-11
6.552766E-02        -5.407067E-11
6.546880E-02        -5.387770E-11
6.540999E-02        -5.368501E-11
6.535123E-02        -5.349303E-11
6.529252E-02        -5.330161E-11
6.523387E-02        -5.311164E-11
6.517527E-02        -5.292195E-11
6.511672E-02        -5.273296E-11
6.505822E-02        -5.254425E-11
6.499978E-02        -5.235656E-11
6.494139E-02        -5.216958E-11
6.488305E-02        -5.198288E-11
6.482477E-02        -5.179720E-11
6.476653E-02        -5.161220E-11
6.470835E-02        -5.142750E-11
6.465022E-02        -5.124380E-11
6.459215E-02        -5.106084E-11
6.453412E-02        -5.087813E-11
6.447615E-02        -5.069615E-11
6.441823E-02        -5.051474E-11
6.436036E-02        -5.033475E-11
6.430255E-02        -5.015479E-11
6.424478E-02        -4.997507E-11
6.418707E-02        -4.979638E-11
6.412941E-02        -4.961868E-11
6.407180E-02        -4.944169E-11
6.401425E-02        -4.926473E-11
6.395674E-02        -4.908830E-11
6.389929E-02        -4.891305E-11
6.384189E-02        -4.873764E-11
6.378454E-02        -4.856366E-11
6.372724E-02        -4.838995E-11
6.366999E-02        -4.821696E-11
6.361279E-02        -4.804425E-11
6.355565E-02        -4.787256E-11
6.349856E-02        -4.770159E-11
6.344151E-02        -4.753087E-11
6.338452E-02        -4.736117E-11
6.332758E-02        -4.719218E-11
6.327070E-02        -4.702322E-11
6.321386E-02        -4.685480E-11
6.315707E-02        -4.668752E-11
6.310034E-02        -4.652012E-11
6.304365E-02        -4.635411E-11
6.298702E-02        -4.618842E-11
6.293044E-02        -4.602345E-11
6.287391E-02        -4.585875E-11
6.281743E-02        -4.569477E-11
6.276100E-02        -4.553106E-11
6.270462E-02        -4.536836E-11
6.264829E-02        -4.520637E-11
6.259201E-02        -4.504466E-11
6.253578E-02        -4.488367E-11
6.247961E-02        -4.472299E-11
6.242348E-02        -4.456300E-11
6.236740E-02        -4.440328E-11
6.231138E-02        -4.424459E-11
6.225540E-02        -4.408660E-11
6.219948E-02        -4.392863E-11
6.214360E-02        -4.377119E-11
6.208778E-02        -4.361522E-11
6.203201E-02        -4.345925E-11
6.197628E-02        -4.330353E-11
6.192061E-02        -4.314855E-11
6.186498E-02        -4.299383E-11
6.180941E-02        -4.284014E-11
6.175388E-02        -4.268714E-11
6.169841E-02        -4.253445E-11
6.164298E-02        -4.238245E-11
6.158761E-02        -4.223076E-11
6.153228E-02        -4.207976E-11
6.147701E-02        -4.192907E-11
6.142178E-02        -4.177907E-11
6.136661E-02        -4.162938E-11
6.131148E-02        -4.148039E-11
6.125640E-02        -4.133168E-11
6.120138E-02        -4.118399E-11
6.114640E-02        -4.103700E-11
6.109147E-02        -4.089001E-11
6.103659E-02        -4.074330E-11
6.098176E-02        -4.059760E-11
6.092698E-02        -4.045261E-11
6.087225E-02        -4.030791E-11
6.081756E-02        -4.016391E-11
6.076293E-02        -4.001993E-11
6.070835E-02        -3.987623E-11
6.065381E-02        -3.973351E-11
6.059932E-02        -3.959152E-11
6.054489E-02        -3.944983E-11
6.049050E-02        -3.930884E-11
6.043616E-02        -3.916813E-11
6.038187E-02        -3.902815E-11
6.032763E-02        -3.888844E-11
6.027343E-02        -3.874944E-11
6.021929E-02        -3.861046E-11
6.016519E-02        -3.847202E-11
6.011115E-02        -3.833478E-11
6.005715E-02        -3.819707E-11
6.000320E-02        -3.806036E-11
5.994929E-02        -3.792435E-11
5.989544E-02        -3.778865E-11
5.984164E-02        -3.765367E-11
5.978788E-02        -3.751868E-11
5.973417E-02        -3.738397E-11
5.968051E-02        -3.725026E-11
5.962690E-02        -3.711727E-11
5.957334E-02        -3.698430E-11
5.951982E-02        -3.685158E-11
5.946635E-02        -3.671986E-11
5.941293E-02        -3.658859E-11
5.935956E-02        -3.645716E-11
5.930624E-02        -3.632718E-11
5.925296E-02        -3.619719E-11
5.919973E-02        -3.606747E-11
5.914655E-02        -3.593848E-11
5.909342E-02        -3.580978E-11
5.904034E-02        -3.568180E-11
5.898730E-02        -3.555381E-11
5.893431E-02        -3.542609E-11
5.888137E-02        -3.529938E-11
5.882847E-02        -3.517338E-11
5.877563E-02        -3.504741E-11
5.872283E-02        -3.492170E-11
5.867008E-02        -3.479671E-11
5.861737E-02        -3.467198E-11
5.856472E-02        -3.454801E-11
5.851211E-02        -3.442430E-11
5.845954E-02        -3.430129E-11
5.840703E-02        -3.417832E-11
5.835456E-02        -3.405560E-11
5.830214E-02        -3.393361E-11
5.824977E-02        -3.381191E-11
5.819744E-02        -3.369091E-11
5.814516E-02        -3.357020E-11
5.809293E-02        -3.345022E-11
5.804074E-02        -3.333049E-11
5.798860E-02        -3.321150E-11
5.793651E-02        -3.309252E-11
5.788447E-02        -3.297381E-11
5.783247E-02        -3.285582E-11
5.778051E-02        -3.273809E-11
5.772861E-02        -3.262111E-11
5.767675E-02        -3.250412E-11
5.762494E-02        -3.238741E-11
5.757317E-02        -3.227141E-11
5.752145E-02        -3.215569E-11
5.746978E-02        -3.204071E-11
5.741816E-02        -3.192600E-11
5.736658E-02        -3.181202E-11
5.731504E-02        -3.169801E-11
5.726356E-02        -3.158431E-11
5.721212E-02        -3.147132E-11
5.716072E-02        -3.135832E-11
5.710937E-02        -3.124560E-11
5.705807E-02        -3.113389E-11
5.700681E-02        -3.102262E-11
5.695560E-02        -3.091118E-11
5.690444E-02        -3.080092E-11
5.685332E-02        -3.069020E-11
5.680225E-02        -3.058022E-11
5.675122E-02        -3.047049E-11
5.670024E-02        -3.036150E-11
5.664931E-02        -3.025280E-11
5.659842E-02        -3.014480E-11
5.654758E-02        -3.003682E-11
5.649678E-02        -2.992910E-11
5.644603E-02        -2.982211E-11
5.639532E-02        -2.971511E-11
5.634466E-02        -2.960840E-11
5.629404E-02        -2.950240E-11
5.624347E-02        -2.939668E-11
5.619295E-02        -2.929170E-11
5.614247E-02        -2.918671E-11
5.609204E-02        -2.908199E-11
5.604165E-02        -2.897800E-11
5.599131E-02        -2.887402E-11
5.594101E-02        -2.877029E-11
5.589075E-02        -2.866729E-11
5.584055E-02        -2.856458E-11
5.579038E-02        -2.846258E-11
5.574027E-02        -2.836060E-11
5.569020E-02        -2.825862E-11
5.564017E-02        -2.815689E-11
5.559019E-02        -2.805617E-11
5.554025E-02        -2.795618E-11
5.549035E-02        -2.785617E-11
5.544051E-02        -2.775620E-11
5.539070E-02        -2.765646E-11
5.534095E-02        -2.755749E-11
5.529123E-02        -2.745876E-11
5.524156E-02        -2.736076E-11
5.519194E-02        -2.726278E-11
5.514236E-02        -2.716479E-11
5.509282E-02        -2.706706E-11
5.504333E-02        -2.697007E-11
5.499389E-02        -2.687336E-11
5.494448E-02        -2.677735E-11
5.489513E-02        -2.668138E-11
5.484581E-02        -2.658564E-11
5.479655E-02        -2.649067E-11
5.474732E-02        -2.639567E-11
5.469814E-02        -2.630094E-11
5.464900E-02        -2.620695E-11
5.459991E-02        -2.611296E-11
5.455086E-02        -2.601923E-11
5.450186E-02        -2.592625E-11
5.445290E-02        -2.583326E-11
5.440398E-02        -2.574053E-11
5.435511E-02        -2.564854E-11
5.430628E-02        -2.555654E-11
5.425750E-02        -2.546483E-11
5.420876E-02        -2.537384E-11
5.416006E-02        -2.528284E-11
5.411141E-02        -2.519212E-11
5.406280E-02        -2.510186E-11
5.401424E-02        -2.501141E-11
5.396571E-02        -2.492214E-11
5.391724E-02        -2.483243E-11
5.386880E-02        -2.474343E-11
5.382041E-02        -2.465470E-11
5.377206E-02        -2.456671E-11
5.372376E-02        -2.447872E-11
5.367550E-02        -2.439100E-11
5.362728E-02        -2.430374E-11
5.357910E-02        -2.421600E-11
5.353097E-02        -2.412928E-11
5.348289E-02        -2.404303E-11
5.343484E-02        -2.395656E-11
5.338684E-02        -2.387131E-11
5.333888E-02        -2.378558E-11
5.329097E-02        -2.370033E-11
5.324309E-02        -2.361485E-11
5.319527E-02        -2.353061E-11
5.314748E-02        -2.344588E-11
5.309974E-02        -2.336189E-11
5.305204E-02        -2.327817E-11
5.300438E-02        -2.319517E-11
5.295676E-02        -2.311217E-11
5.290919E-02        -2.302918E-11
5.286166E-02        -2.294645E-11
5.281418E-02        -2.286447E-11
5.276673E-02        -2.278247E-11
5.271933E-02        -2.270048E-11
5.267197E-02        -2.261875E-11
5.262466E-02        -2.253776E-11
5.257738E-02        -2.245702E-11
5.253015E-02        -2.237703E-11
5.248296E-02        -2.229704E-11
5.243582E-02        -2.221706E-11
5.238871E-02        -2.213706E-11
5.234165E-02        -2.205733E-11
5.229463E-02        -2.197833E-11
5.224765E-02        -2.189960E-11
5.220072E-02        -2.182135E-11
5.215383E-02        -2.174263E-11
5.210698E-02        -2.166490E-11
5.206017E-02        -2.158764E-11
5.201340E-02        -2.150990E-11
5.196668E-02        -2.143292E-11
5.191999E-02        -2.135592E-11
5.187335E-02        -2.127918E-11
5.182676E-02        -2.120321E-11
5.178020E-02        -2.112721E-11
5.173368E-02        -2.105121E-11
5.168721E-02        -2.097548E-11
5.164078E-02        -2.090049E-11
5.159439E-02        -2.082576E-11
5.154804E-02        -2.075150E-11
5.150173E-02        -2.067676E-11
5.145547E-02        -2.060278E-11
5.140925E-02        -2.052879E-11
5.136306E-02        -2.045505E-11
5.131692E-02        -2.038205E-11
5.127083E-02        -2.030907E-11
5.122477E-02        -2.023608E-11
5.117875E-02        -2.016334E-11
5.113278E-02        -2.009135E-11
5.108684E-02        -2.001935E-11
5.104095E-02        -1.994736E-11
5.099510E-02        -1.987563E-11
5.094929E-02        -1.980463E-11
5.090352E-02        -1.973364E-11
5.085780E-02        -1.966266E-11
5.081211E-02        -1.959192E-11
5.076646E-02        -1.952192E-11
5.072086E-02        -1.945193E-11
5.067530E-02        -1.938220E-11
5.062977E-02        -1.931294E-11
5.058429E-02        -1.924321E-11
5.053885E-02        -1.917421E-11
5.049345E-02        -1.910548E-11
5.044809E-02        -1.903723E-11
5.040277E-02        -1.896849E-11
5.035750E-02        -1.890051E-11
5.031226E-02        -1.883277E-11
5.026706E-02        -1.876577E-11
5.022191E-02        -1.869852E-11
5.017679E-02        -1.863078E-11
5.013172E-02        -1.856405E-11
5.008668E-02        -1.849805E-11
5.004169E-02        -1.843180E-11
4.999674E-02        -1.836507E-11
4.995182E-02        -1.829933E-11
4.990695E-02        -1.823408E-11
4.986212E-02        -1.816835E-11
4.981733E-02        -1.810335E-11
4.977258E-02        -1.803836E-11
4.972786E-02        -1.797361E-11
4.968319E-02        -1.790962E-11
4.963856E-02        -1.784537E-11
4.959397E-02        -1.778089E-11
4.954942E-02        -1.771765E-11
4.950491E-02        -1.765391E-11
4.946044E-02        -1.759066E-11
4.941601E-02        -1.752693E-11
4.937161E-02        -1.746417E-11
4.932726E-02        -1.740193E-11
4.928295E-02        -1.733919E-11
4.923868E-02        -1.727720E-11
4.919445E-02        -1.721521E-11
4.915026E-02        -1.715347E-11
4.910610E-02        -1.709221E-11
4.906199E-02        -1.703048E-11
4.901792E-02        -1.696949E-11
4.897388E-02        -1.690874E-11
4.892989E-02        -1.684850E-11
4.888594E-02        -1.678776E-11
4.884202E-02        -1.672776E-11
4.879815E-02        -1.666778E-11
4.875431E-02        -1.660778E-11
4.871051E-02        -1.654803E-11
4.866675E-02        -1.648903E-11
4.862304E-02        -1.643005E-11
4.857936E-02        -1.637106E-11
4.853572E-02        -1.631206E-11
4.849212E-02        -1.625332E-11
4.844856E-02        -1.619533E-11
4.840503E-02        -1.613732E-11
4.836155E-02        -1.607933E-11
4.831811E-02        -1.602160E-11
4.827470E-02        -1.596434E-11
4.823134E-02        -1.590661E-11
4.818801E-02        -1.584961E-11
4.814472E-02        -1.579287E-11
4.810147E-02        -1.573662E-11
4.805826E-02        -1.567988E-11
4.801509E-02        -1.562388E-11
4.797196E-02        -1.556789E-11
4.792886E-02        -1.551189E-11
4.788581E-02        -1.545616E-11
4.784279E-02        -1.540091E-11
4.779981E-02        -1.534516E-11
4.775687E-02        -1.529016E-11
4.771397E-02        -1.523542E-11
4.767111E-02        -1.518118E-11
4.762829E-02        -1.512644E-11
4.758550E-02        -1.507244E-11
4.754276E-02        -1.501845E-11
4.750005E-02        -1.496446E-11
4.745738E-02        -1.491071E-11
4.741475E-02        -1.485747E-11
4.737215E-02        -1.480372E-11
4.732960E-02        -1.475073E-11
4.728708E-02        -1.469773E-11
4.724460E-02        -1.464499E-11
4.720216E-02        -1.459274E-11
4.715976E-02        -1.454000E-11
4.711739E-02        -1.448800E-11
4.707507E-02        -1.443601E-11
4.703278E-02        -1.438426E-11
4.699053E-02        -1.433302E-11
4.694832E-02        -1.428128E-11
4.690614E-02        -1.423028E-11
4.686401E-02        -1.417929E-11
4.682191E-02        -1.412829E-11
4.677985E-02        -1.407755E-11
4.673782E-02        -1.402729E-11
4.669584E-02        -1.397656E-11
4.665389E-02        -1.392656E-11
4.661198E-02        -1.387656E-11
4.657011E-02        -1.382682E-11
4.652827E-02        -1.377757E-11
4.648648E-02        -1.372783E-11
4.644472E-02        -1.367884E-11
4.640299E-02        -1.362983E-11
4.636131E-02        -1.358084E-11
4.631966E-02        -1.353184E-11
4.627805E-02        -1.348310E-11
4.623648E-02        -1.343510E-11
4.619495E-02        -1.338711E-11
4.615345E-02        -1.333912E-11
4.611199E-02        -1.329112E-11
4.607057E-02        -1.324338E-11
4.602918E-02        -1.319613E-11
4.598783E-02        -1.314838E-11
4.594652E-02        -1.310139E-11
4.590524E-02        -1.305438E-11
4.586401E-02        -1.300740E-11
4.582281E-02        -1.296065E-11
4.578164E-02        -1.291440E-11
4.574052E-02        -1.286766E-11
4.569943E-02        -1.282166E-11
4.565837E-02        -1.277566E-11
4.561736E-02        -1.272992E-11
4.557638E-02        -1.268467E-11
4.553544E-02        -1.263893E-11
4.549453E-02        -1.259368E-11
4.545366E-02        -1.254793E-11
4.541283E-02        -1.250293E-11
4.537204E-02        -1.245819E-11
4.533128E-02        -1.241395E-11
4.529056E-02        -1.236920E-11
4.524987E-02        -1.232495E-11
4.520922E-02        -1.228020E-11
4.516861E-02        -1.223621E-11
4.512804E-02        -1.219246E-11
4.508750E-02        -1.214922E-11
4.504699E-02        -1.210546E-11
4.500653E-02        -1.206223E-11
4.496610E-02        -1.201848E-11
4.492570E-02        -1.197548E-11
4.488535E-02        -1.193249E-11
4.484502E-02        -1.188948E-11
4.480474E-02        -1.184674E-11
4.476449E-02        -1.180474E-11
4.472428E-02        -1.176250E-11
4.468410E-02        -1.171975E-11
4.464396E-02        -1.167775E-11
4.460386E-02        -1.163601E-11
4.456379E-02        -1.159476E-11
4.452376E-02        -1.155277E-11
4.448376E-02        -1.151102E-11
4.444380E-02        -1.147002E-11
4.440387E-02        -1.142902E-11
4.436399E-02        -1.138803E-11
4.432413E-02        -1.134703E-11
4.428432E-02        -1.130628E-11
4.424454E-02        -1.126604E-11
4.420479E-02        -1.122529E-11
4.416508E-02        -1.118529E-11
4.412541E-02        -1.114530E-11
4.408577E-02        -1.110530E-11
4.404616E-02        -1.106530E-11
4.400660E-02        -1.102531E-11
4.396706E-02        -1.098555E-11
4.392757E-02        -1.094656E-11
4.388811E-02        -1.090756E-11
4.384868E-02        -1.086832E-11
4.380929E-02        -1.082881E-11
4.376994E-02        -1.079057E-11
4.373062E-02        -1.075158E-11
4.369133E-02        -1.071282E-11
4.365209E-02        -1.067459E-11
4.361287E-02        -1.063583E-11
4.357369E-02        -1.059783E-11
4.353455E-02        -1.055984E-11
4.349544E-02        -1.052184E-11
4.345637E-02        -1.048408E-11
4.341733E-02        -1.044685E-11
4.337833E-02        -1.040909E-11
4.333936E-02        -1.037209E-11
4.330043E-02        -1.033510E-11
4.326153E-02        -1.029786E-11
4.322267E-02        -1.026035E-11
4.318384E-02        -1.022411E-11
4.314505E-02        -1.018711E-11
4.310629E-02        -1.015036E-11
4.306757E-02        -1.011436E-11
4.302888E-02        -1.007812E-11
4.299023E-02        -1.004137E-11
4.295161E-02        -1.000547E-11
4.291302E-02        -9.969820E-12
4.287448E-02        -9.934057E-12
4.283596E-02        -9.898403E-12
4.279748E-02        -9.862931E-12
4.275903E-02        -9.827554E-12
4.272062E-02        -9.792283E-12
4.268225E-02        -9.757140E-12
4.264390E-02        -9.722137E-12
4.260560E-02        -9.687219E-12
4.256732E-02        -9.652516E-12
4.252909E-02        -9.617875E-12
4.249088E-02        -9.583374E-12
4.245271E-02        -9.548925E-12
4.241457E-02        -9.514673E-12
4.237647E-02        -9.480578E-12
4.233841E-02        -9.446535E-12
4.230037E-02        -9.412656E-12
4.226237E-02        -9.378883E-12
4.222441E-02        -9.345214E-12
4.218648E-02        -9.311666E-12
4.214858E-02        -9.278290E-12
4.211072E-02        -9.245020E-12
4.207289E-02        -9.211846E-12
4.203509E-02        -9.178768E-12
4.199733E-02        -9.145820E-12
4.195961E-02        -9.113053E-12
4.192191E-02        -9.080350E-12
4.188425E-02        -9.047723E-12
4.184663E-02        -9.015331E-12
4.180904E-02        -8.982959E-12
4.177148E-02        -8.950708E-12
4.173396E-02        -8.918614E-12
4.169647E-02        -8.886565E-12
4.165901E-02        -8.854689E-12
4.162159E-02        -8.822918E-12
4.158420E-02        -8.791268E-12
4.154684E-02        -8.759768E-12
4.150952E-02        -8.728320E-12
4.147223E-02        -8.697022E-12
4.143497E-02        -8.665768E-12
4.139775E-02        -8.634696E-12
4.136056E-02        -8.603721E-12
4.132341E-02        -8.572852E-12
4.128629E-02        -8.542080E-12
4.124920E-02        -8.511429E-12
4.121215E-02        -8.480936E-12
4.117512E-02        -8.450455E-12
4.113814E-02        -8.420112E-12
4.110118E-02        -8.389934E-12
4.106426E-02        -8.359862E-12
4.102737E-02        -8.329864E-12
4.099051E-02        -8.299911E-12
4.095369E-02        -8.270139E-12
4.091690E-02        -8.240465E-12
4.088015E-02        -8.210920E-12
4.084342E-02        -8.181517E-12
4.080673E-02        -8.152144E-12
4.077008E-02        -8.122876E-12
4.073345E-02        -8.093698E-12
4.069686E-02        -8.064649E-12
4.066030E-02        -8.035750E-12
4.062378E-02        -8.006905E-12
4.058728E-02        -7.978202E-12
4.055082E-02        -7.949552E-12
4.051439E-02        -7.921052E-12
4.047800E-02        -7.892606E-12
4.044164E-02        -7.864310E-12
4.040531E-02        -7.836059E-12
4.036901E-02        -7.807959E-12
4.033275E-02        -7.779912E-12
4.029652E-02        -7.752039E-12
4.026032E-02        -7.724241E-12
4.022415E-02        -7.696488E-12
4.018802E-02        -7.668893E-12
4.015192E-02        -7.641344E-12
4.011585E-02        -7.613946E-12
4.007981E-02        -7.586592E-12
4.004380E-02        -7.559391E-12
4.000783E-02        -7.532241E-12
3.997189E-02        -7.505244E-12
3.993599E-02        -7.478298E-12
3.990011E-02        -7.451497E-12
3.986427E-02        -7.424725E-12
3.982846E-02        -7.398075E-12
3.979268E-02        -7.371576E-12
3.975693E-02        -7.345100E-12
3.972122E-02        -7.318728E-12
3.968554E-02        -7.292456E-12
3.964989E-02        -7.266305E-12
3.961427E-02        -7.240306E-12
3.957868E-02        -7.214306E-12
3.954313E-02        -7.188357E-12
3.950760E-02        -7.162577E-12
3.947211E-02        -7.136903E-12
3.943666E-02        -7.111312E-12
3.940123E-02        -7.085758E-12
3.936583E-02        -7.060357E-12
3.933047E-02        -7.035007E-12
3.929514E-02        -7.009811E-12
3.925984E-02        -6.984636E-12
3.922457E-02        -6.959560E-12
3.918934E-02        -6.934589E-12
3.915413E-02        -6.909711E-12
3.911896E-02        -6.884915E-12
3.908382E-02        -6.860164E-12
3.904871E-02        -6.835590E-12
3.901363E-02        -6.811091E-12
3.897858E-02        -6.786614E-12
3.894357E-02        -6.762242E-12
3.890859E-02        -6.737970E-12
3.887363E-02        -6.713790E-12
3.883871E-02        -6.689716E-12
3.880382E-02        -6.665741E-12
3.876897E-02        -6.641849E-12
3.873414E-02        -6.617972E-12
3.869934E-02        -6.594194E-12
3.866458E-02        -6.570522E-12
3.862985E-02        -6.546949E-12
3.859514E-02        -6.523469E-12
3.856047E-02        -6.500094E-12
3.852583E-02        -6.476796E-12
3.849123E-02        -6.453527E-12
3.845665E-02        -6.430350E-12
3.842210E-02        -6.407273E-12
3.838759E-02        -6.384301E-12
3.835310E-02        -6.361399E-12
3.831865E-02        -6.338549E-12
3.828423E-02        -6.315853E-12
3.824984E-02        -6.293179E-12
3.821548E-02        -6.270604E-12
3.818115E-02        -6.248106E-12
3.814685E-02        -6.225653E-12
3.811258E-02        -6.203354E-12
3.807834E-02        -6.181077E-12
3.804414E-02        -6.158906E-12
3.800996E-02        -6.136805E-12
3.797582E-02        -6.114756E-12
3.794170E-02        -6.092854E-12
3.790762E-02        -6.070981E-12
3.787356E-02        -6.049201E-12
3.783954E-02        -6.027505E-12
3.780555E-02        -6.005831E-12
3.777159E-02        -5.984279E-12
3.773766E-02        -5.962859E-12
3.770376E-02        -5.941407E-12
3.766989E-02        -5.920109E-12
3.763605E-02        -5.898833E-12
3.760224E-02        -5.877657E-12
3.756846E-02        -5.856581E-12
3.753471E-02        -5.835582E-12
3.750099E-02        -5.814628E-12
3.746731E-02        -5.793812E-12
3.743365E-02        -5.772957E-12
3.740002E-02        -5.752280E-12
3.736642E-02        -5.731681E-12
3.733286E-02        -5.711109E-12
3.729932E-02        -5.690609E-12
3.726581E-02        -5.670154E-12
3.723234E-02        -5.649860E-12
3.719889E-02        -5.629560E-12
3.716548E-02        -5.609310E-12
3.713209E-02        -5.589210E-12
3.709873E-02        -5.569132E-12
3.706541E-02        -5.549160E-12
3.703211E-02        -5.529260E-12
3.699884E-02        -5.509383E-12
3.696561E-02        -5.489611E-12
3.693240E-02        -5.469933E-12
3.689922E-02        -5.450333E-12
3.686608E-02        -5.430762E-12
3.683296E-02        -5.411284E-12
3.679987E-02        -5.391885E-12
3.676681E-02        -5.372508E-12
3.673378E-02        -5.353231E-12
3.670079E-02        -5.334038E-12
3.666782E-02        -5.314861E-12
3.663488E-02        -5.295785E-12
3.660197E-02        -5.276809E-12
3.656909E-02        -5.257911E-12
3.653624E-02        -5.239035E-12
3.650342E-02        -5.220238E-12
3.647062E-02        -5.201457E-12
3.643786E-02        -5.182782E-12
3.640513E-02        -5.164208E-12
3.637243E-02        -5.145712E-12
3.633975E-02        -5.127232E-12
3.630711E-02        -5.108836E-12
3.627449E-02        -5.090480E-12
3.624191E-02        -5.072263E-12
3.620935E-02        -5.054007E-12
3.617682E-02        -5.035907E-12
3.614432E-02        -5.017830E-12
3.611186E-02        -4.999837E-12
3.607942E-02        -4.981861E-12
3.604700E-02        -4.963979E-12
3.601462E-02        -4.946182E-12
3.598227E-02        -4.928407E-12
3.594995E-02        -4.910733E-12
3.591765E-02        -4.893132E-12
3.588539E-02        -4.875558E-12
3.585315E-02        -4.858080E-12
3.582094E-02        -4.840680E-12
3.578876E-02        -4.823303E-12
3.575662E-02        -4.806010E-12
3.572449E-02        -4.788729E-12
3.569240E-02        -4.771532E-12
3.566034E-02        -4.754379E-12
3.562831E-02        -4.737383E-12
3.559630E-02        -4.720382E-12
3.556432E-02        -4.703404E-12
3.553238E-02        -4.686532E-12
3.550046E-02        -4.669733E-12
3.546857E-02        -4.652957E-12
3.543670E-02        -4.636254E-12
3.540487E-02        -4.619601E-12
3.537307E-02        -4.603084E-12
3.534129E-02        -4.586505E-12
3.530954E-02        -4.570027E-12
3.527782E-02        -4.553650E-12
3.524613E-02        -4.537352E-12
3.521447E-02        -4.521055E-12
3.518284E-02        -4.504802E-12
3.515123E-02        -4.488679E-12
3.511965E-02        -4.472523E-12
3.508810E-02        -4.456524E-12
3.505658E-02        -4.440525E-12
3.502509E-02        -4.424550E-12
3.499363E-02        -4.408675E-12
3.496219E-02        -4.392874E-12
3.493079E-02        -4.377101E-12
3.489941E-02        -4.361424E-12
3.486806E-02        -4.345804E-12
3.483673E-02        -4.330145E-12
3.480544E-02        -4.314649E-12
3.477417E-02        -4.299170E-12
3.474294E-02        -4.283776E-12
3.471173E-02        -4.268377E-12
3.468054E-02        -4.253018E-12
3.464939E-02        -4.237800E-12
3.461826E-02        -4.222543E-12
3.458717E-02        -4.207448E-12
3.455610E-02        -4.192350E-12
3.452505E-02        -4.177269E-12
3.449404E-02        -4.162294E-12
3.446305E-02        -4.147394E-12
3.443209E-02        -4.132495E-12
3.440116E-02        -4.117618E-12
3.437026E-02        -4.102843E-12
3.433938E-02        -4.088142E-12
3.430854E-02        -4.073469E-12
3.427772E-02        -4.058870E-12
3.424692E-02        -4.044289E-12
3.421616E-02        -4.029793E-12
3.418542E-02        -4.015314E-12
3.415471E-02        -4.000915E-12
3.412403E-02        -3.986539E-12
3.409338E-02        -3.972242E-12
3.406275E-02        -3.957964E-12
3.403215E-02        -3.943786E-12
3.400158E-02        -3.929667E-12
3.397104E-02        -3.915513E-12
3.394052E-02        -3.901513E-12
3.391003E-02        -3.887514E-12
3.387957E-02        -3.873537E-12
3.384913E-02        -3.859636E-12
3.381873E-02        -3.845762E-12
3.378835E-02        -3.831985E-12
3.375799E-02        -3.818262E-12
3.372767E-02        -3.804508E-12
3.369737E-02        -3.790909E-12
3.366710E-02        -3.777310E-12
3.363686E-02        -3.763735E-12
3.360664E-02        -3.750234E-12
3.357645E-02        -3.736757E-12
3.354629E-02        -3.723359E-12
3.351615E-02        -3.709979E-12
3.348604E-02        -3.696680E-12
3.345596E-02        -3.683403E-12
3.342591E-02        -3.670206E-12
3.339588E-02        -3.657027E-12
3.336588E-02        -3.643928E-12
3.333591E-02        -3.630831E-12
3.330596E-02        -3.617752E-12
3.327604E-02        -3.604774E-12
3.324615E-02        -3.591876E-12
3.321629E-02        -3.579001E-12
3.318645E-02        -3.566181E-12
3.315663E-02        -3.553321E-12
3.312685E-02        -3.540624E-12
3.309709E-02        -3.527925E-12
3.306736E-02        -3.515248E-12
3.303765E-02        -3.502647E-12
3.300798E-02        -3.490073E-12
3.297832E-02        -3.477570E-12
3.294870E-02        -3.465074E-12
3.291910E-02        -3.452595E-12
3.288953E-02        -3.440218E-12
3.285998E-02        -3.427918E-12
3.283047E-02        -3.415622E-12
3.280097E-02        -3.403341E-12
3.277151E-02        -3.391145E-12
3.274207E-02        -3.378946E-12
3.271266E-02        -3.366790E-12
3.268327E-02        -3.354769E-12
3.265391E-02        -3.342691E-12
3.262458E-02        -3.330693E-12
3.259527E-02        -3.318714E-12
3.256599E-02        -3.306816E-12
3.253673E-02        -3.294936E-12
3.250751E-02        -3.283140E-12
3.247830E-02        -3.271359E-12
3.244913E-02        -3.259663E-12
3.241998E-02        -3.247964E-12
3.239086E-02        -3.236287E-12
3.236176E-02        -3.224687E-12
3.233269E-02        -3.213109E-12
3.230364E-02        -3.201608E-12
3.227462E-02        -3.190109E-12
3.224563E-02        -3.178632E-12
3.221666E-02        -3.167232E-12
3.218772E-02        -3.155854E-12
3.215881E-02        -3.144557E-12
3.212992E-02        -3.133258E-12
3.210106E-02        -3.121981E-12
3.207222E-02        -3.110802E-12
3.204341E-02        -3.099682E-12
3.201462E-02        -3.088502E-12
3.198586E-02        -3.077424E-12
