# Source: NUDEC_BSM v2 (https://github.com/MiguelEA/nudec_BSM/tree/v2)
# Escudero, Jackson, Laine, Sandner, arXiv:2511.04747 (2025)
# me = 0.51099895 MeV, alpha = 1/137.035999084
# Baseline: O(e^2) non-log + O(e^2) log summed into col 2;
# O(e^3) in col 3. Loader sums col 2 + col 3.
# T (MeV)           dP_int/dT (e^2+e^3) [MeV^3] p^(2)   p^(3)
1.838531E+00        -3.788906E-02        +3.492850E-03
1.836880E+00        -3.778421E-02        +3.483420E-03
1.835230E+00        -3.767999E-02        +3.473956E-03
1.833581E+00        -3.757609E-02        +3.464521E-03
1.831934E+00        -3.747221E-02        +3.455188E-03
1.830288E+00        -3.736896E-02        +3.445821E-03
1.828644E+00        -3.726609E-02        +3.436489E-03
1.827001E+00        -3.716319E-02        +3.427188E-03
1.825360E+00        -3.706032E-02        +3.417890E-03
1.823720E+00        -3.695808E-02        +3.408656E-03
1.822082E+00        -3.685622E-02        +3.399392E-03
1.820445E+00        -3.675432E-02        +3.390158E-03
1.818810E+00        -3.665311E-02        +3.381026E-03
1.817176E+00        -3.655222E-02        +3.371861E-03
1.815544E+00        -3.645136E-02        +3.362730E-03
1.813913E+00        -3.635047E-02        +3.353630E-03
1.812283E+00        -3.625022E-02        +3.344528E-03
1.810655E+00        -3.615033E-02        +3.335429E-03
1.809029E+00        -3.605048E-02        +3.326399E-03
1.807404E+00        -3.595060E-02        +3.317400E-03
1.805780E+00        -3.585135E-02        +3.308399E-03
1.804158E+00        -3.575248E-02        +3.299466E-03
1.802537E+00        -3.565357E-02        +3.290565E-03
1.800918E+00        -3.555536E-02        +3.281602E-03
1.799300E+00        -3.545746E-02        +3.272733E-03
1.797684E+00        -3.535960E-02        +3.263870E-03
1.796069E+00        -3.526170E-02        +3.255036E-03
1.794456E+00        -3.516450E-02        +3.246239E-03
1.792844E+00        -3.506761E-02        +3.237440E-03
1.791233E+00        -3.497070E-02        +3.228638E-03
1.789624E+00        -3.487383E-02        +3.219905E-03
1.788016E+00        -3.477757E-02        +3.211139E-03
1.786410E+00        -3.468170E-02        +3.202472E-03
1.784805E+00        -3.458580E-02        +3.193806E-03
1.783202E+00        -3.448993E-02        +3.185108E-03
1.781600E+00        -3.439469E-02        +3.176474E-03
1.780000E+00        -3.429983E-02        +3.167877E-03
1.778401E+00        -3.420495E-02        +3.159278E-03
1.776803E+00        -3.411069E-02        +3.150742E-03
1.775207E+00        -3.401681E-02        +3.142243E-03
1.773612E+00        -3.392291E-02        +3.133677E-03
1.772019E+00        -3.382904E-02        +3.125210E-03
1.770427E+00        -3.373514E-02        +3.116745E-03
1.768837E+00        -3.364193E-02        +3.108313E-03
1.767248E+00        -3.354904E-02        +3.099849E-03
1.765660E+00        -3.345613E-02        +3.091478E-03
1.764074E+00        -3.336390E-02        +3.083114E-03
1.762489E+00        -3.327199E-02        +3.074713E-03
1.760906E+00        -3.318012E-02        +3.066381E-03
1.759324E+00        -3.308823E-02        +3.058081E-03
1.757744E+00        -3.299702E-02        +3.049784E-03
1.756165E+00        -3.290548E-02        +3.041550E-03
1.754587E+00        -3.281422E-02        +3.033283E-03
1.753011E+00        -3.272399E-02        +3.025050E-03
1.751436E+00        -3.263344E-02        +3.016850E-03
1.749863E+00        -3.254322E-02        +3.008718E-03
1.748291E+00        -3.245333E-02        +3.000553E-03
1.746721E+00        -3.236347E-02        +2.992422E-03
1.745151E+00        -3.227418E-02        +2.984318E-03
1.743584E+00        -3.218534E-02        +2.976222E-03
1.742017E+00        -3.209575E-02        +2.968119E-03
1.740453E+00        -3.200722E-02        +2.960090E-03
1.738889E+00        -3.191865E-02        +2.952088E-03
1.737327E+00        -3.183042E-02        +2.944089E-03
1.735766E+00        -3.174251E-02        +2.936088E-03
1.734207E+00        -3.165463E-02        +2.928156E-03
1.732649E+00        -3.156739E-02        +2.920191E-03
1.731093E+00        -3.147987E-02        +2.912259E-03
1.729538E+00        -3.139264E-02        +2.904360E-03
1.727984E+00        -3.130573E-02        +2.896524E-03
1.726432E+00        -3.121951E-02        +2.888661E-03
1.724881E+00        -3.113296E-02        +2.880827E-03
1.723331E+00        -3.104669E-02        +2.873025E-03
1.721783E+00        -3.096081E-02        +2.865226E-03
1.720237E+00        -3.087561E-02        +2.857495E-03
1.718691E+00        -3.079003E-02        +2.849728E-03
1.717147E+00        -3.070478E-02        +2.841993E-03
1.715605E+00        -3.061992E-02        +2.834297E-03
1.714064E+00        -3.053504E-02        +2.826598E-03
1.712524E+00        -3.045079E-02        +2.818963E-03
1.710986E+00        -3.036692E-02        +2.811365E-03
1.709449E+00        -3.028238E-02        +2.803701E-03
1.707913E+00        -3.019876E-02        +2.796065E-03
1.706379E+00        -3.011524E-02        +2.788532E-03
1.704846E+00        -3.003199E-02        +2.780967E-03
1.703314E+00        -2.994842E-02        +2.773430E-03
1.701784E+00        -2.986583E-02        +2.765932E-03
1.700255E+00        -2.978328E-02        +2.758431E-03
1.698728E+00        -2.970105E-02        +2.750934E-03
1.697202E+00        -2.961851E-02        +2.743434E-03
1.695677E+00        -2.953625E-02        +2.735998E-03
1.694154E+00        -2.945437E-02        +2.728600E-03
1.692632E+00        -2.937312E-02        +2.721200E-03
1.691112E+00        -2.929226E-02        +2.713804E-03
1.689593E+00        -2.921072E-02        +2.706470E-03
1.688075E+00        -2.912947E-02        +2.699170E-03
1.686558E+00        -2.904919E-02        +2.691803E-03
1.685043E+00        -2.896866E-02        +2.684533E-03
1.683530E+00        -2.888845E-02        +2.677273E-03
1.682017E+00        -2.880852E-02        +2.669970E-03
1.680506E+00        -2.872863E-02        +2.662736E-03
1.678997E+00        -2.864941E-02        +2.655539E-03
1.677488E+00        -2.856983E-02        +2.648337E-03
1.675982E+00        -2.849064E-02        +2.641142E-03
1.674476E+00        -2.841172E-02        +2.634005E-03
1.672972E+00        -2.833349E-02        +2.626842E-03
1.671469E+00        -2.825494E-02        +2.619707E-03
1.669967E+00        -2.817666E-02        +2.612605E-03
1.668467E+00        -2.809878E-02        +2.605507E-03
1.666968E+00        -2.802087E-02        +2.598471E-03
1.665471E+00        -2.794300E-02        +2.591409E-03
1.663975E+00        -2.786576E-02        +2.584375E-03
1.662480E+00        -2.778821E-02        +2.577375E-03
1.660987E+00        -2.771099E-02        +2.570378E-03
1.659495E+00        -2.763474E-02        +2.563443E-03
1.658004E+00        -2.755819E-02        +2.556478E-03
1.656514E+00        -2.748191E-02        +2.549541E-03
1.655026E+00        -2.740537E-02        +2.542642E-03
1.653540E+00        -2.732916E-02        +2.535746E-03
1.652054E+00        -2.725388E-02        +2.528844E-03
1.650570E+00        -2.717834E-02        +2.522009E-03
1.649087E+00        -2.710308E-02        +2.515144E-03
1.647606E+00        -2.702821E-02        +2.508311E-03
1.646126E+00        -2.695331E-02        +2.501512E-03
1.644647E+00        -2.687841E-02        +2.494712E-03
1.643170E+00        -2.680418E-02        +2.487979E-03
1.641694E+00        -2.672964E-02        +2.481216E-03
1.640219E+00        -2.665538E-02        +2.474480E-03
1.638745E+00        -2.658145E-02        +2.467778E-03
1.637273E+00        -2.650756E-02        +2.461079E-03
1.635803E+00        -2.643435E-02        +2.454383E-03
1.634333E+00        -2.636143E-02        +2.447746E-03
1.632865E+00        -2.628789E-02        +2.441083E-03
1.631398E+00        -2.621528E-02        +2.434447E-03
1.629933E+00        -2.614276E-02        +2.427850E-03
1.628468E+00        -2.606982E-02        +2.421311E-03
1.627006E+00        -2.599762E-02        +2.414752E-03
1.625544E+00        -2.592570E-02        +2.408150E-03
1.624084E+00        -2.585381E-02        +2.401617E-03
1.622625E+00        -2.578191E-02        +2.395117E-03
1.621167E+00        -2.571000E-02        +2.388616E-03
1.619711E+00        -2.563876E-02        +2.382118E-03
1.618256E+00        -2.556786E-02        +2.375683E-03
1.616802E+00        -2.549695E-02        +2.369218E-03
1.615350E+00        -2.542607E-02        +2.362785E-03
1.613899E+00        -2.535582E-02        +2.356386E-03
1.612449E+00        -2.528527E-02        +2.349986E-03
1.611000E+00        -2.521499E-02        +2.343584E-03
1.609553E+00        -2.514510E-02        +2.337250E-03
1.608107E+00        -2.507520E-02        +2.330950E-03
1.606663E+00        -2.500597E-02        +2.324589E-03
1.605219E+00        -2.493640E-02        +2.318251E-03
1.603777E+00        -2.486714E-02        +2.312015E-03
1.602337E+00        -2.479828E-02        +2.305755E-03
1.600897E+00        -2.472935E-02        +2.299453E-03
1.599459E+00        -2.466046E-02        +2.293218E-03
1.598022E+00        -2.459219E-02        +2.287018E-03
1.596587E+00        -2.452432E-02        +2.280821E-03
1.595153E+00        -2.445643E-02        +2.274623E-03
1.593720E+00        -2.438853E-02        +2.268423E-03
1.592288E+00        -2.432061E-02        +2.262286E-03
1.590858E+00        -2.425273E-02        +2.256124E-03
1.589428E+00        -2.418543E-02        +2.249985E-03
1.588001E+00        -2.411857E-02        +2.243889E-03
1.586574E+00        -2.405165E-02        +2.237788E-03
1.585149E+00        -2.398476E-02        +2.231754E-03
1.583725E+00        -2.391786E-02        +2.225690E-03
1.582302E+00        -2.385159E-02        +2.219653E-03
1.580881E+00        -2.378571E-02        +2.213656E-03
1.579461E+00        -2.371981E-02        +2.207657E-03
1.578042E+00        -2.365390E-02        +2.201657E-03
1.576624E+00        -2.358798E-02        +2.195656E-03
1.575208E+00        -2.352210E-02        +2.189658E-03
1.573793E+00        -2.345684E-02        +2.183722E-03
1.572379E+00        -2.339193E-02        +2.177822E-03
1.570967E+00        -2.332705E-02        +2.171925E-03
1.569555E+00        -2.326211E-02        +2.166022E-03
1.568146E+00        -2.319726E-02        +2.160127E-03
1.566737E+00        -2.313298E-02        +2.154290E-03
1.565329E+00        -2.306906E-02        +2.148424E-03
1.563923E+00        -2.300452E-02        +2.142589E-03
1.562518E+00        -2.294026E-02        +2.136789E-03
1.561115E+00        -2.287702E-02        +2.130993E-03
1.559712E+00        -2.281345E-02        +2.125191E-03
1.558311E+00        -2.275020E-02        +2.119392E-03
1.556911E+00        -2.268665E-02        +2.113656E-03
1.555513E+00        -2.262341E-02        +2.107959E-03
1.554115E+00        -2.256048E-02        +2.102193E-03
1.552719E+00        -2.249822E-02        +2.096457E-03
1.551325E+00        -2.243572E-02        +2.090761E-03
1.549931E+00        -2.237344E-02        +2.085124E-03
1.548539E+00        -2.231091E-02        +2.079462E-03
1.547148E+00        -2.224865E-02        +2.073827E-03
1.545758E+00        -2.218674E-02        +2.068227E-03
1.544369E+00        -2.212546E-02        +2.062562E-03
1.542982E+00        -2.206393E-02        +2.056927E-03
1.541596E+00        -2.200267E-02        +2.051392E-03
1.540211E+00        -2.194176E-02        +2.045828E-03
1.538827E+00        -2.188084E-02        +2.040291E-03
1.537445E+00        -2.181996E-02        +2.034729E-03
1.536064E+00        -2.175906E-02        +2.029194E-03
1.534684E+00        -2.169815E-02        +2.023694E-03
1.533305E+00        -2.163787E-02        +2.018193E-03
1.531928E+00        -2.157798E-02        +2.012695E-03
1.530552E+00        -2.151808E-02        +2.007260E-03
1.529177E+00        -2.145818E-02        +2.001797E-03
1.527803E+00        -2.139826E-02        +1.996360E-03
1.526431E+00        -2.133838E-02        +1.990962E-03
1.525059E+00        -2.127908E-02        +1.985559E-03
1.523689E+00        -2.122017E-02        +1.980160E-03
1.522321E+00        -2.116130E-02        +1.974763E-03
1.520953E+00        -2.110237E-02        +1.969362E-03
1.519587E+00        -2.104348E-02        +1.964027E-03
1.518222E+00        -2.098458E-02        +1.958728E-03
1.516858E+00        -2.092631E-02        +1.953428E-03
1.515495E+00        -2.086839E-02        +1.948127E-03
1.514134E+00        -2.081050E-02        +1.942829E-03
1.512774E+00        -2.075260E-02        +1.937530E-03
1.511415E+00        -2.069469E-02        +1.932231E-03
1.510057E+00        -2.063678E-02        +1.926994E-03
1.508701E+00        -2.057953E-02        +1.921796E-03
1.507345E+00        -2.052260E-02        +1.916594E-03
1.505991E+00        -2.046506E-02        +1.911395E-03
1.504638E+00        -2.040778E-02        +1.906195E-03
1.503287E+00        -2.035091E-02        +1.900998E-03
1.501936E+00        -2.029461E-02        +1.895796E-03
1.500587E+00        -2.023808E-02        +1.890661E-03
1.499239E+00        -2.018181E-02        +1.885561E-03
1.497892E+00        -2.012526E-02        +1.880398E-03
1.496547E+00        -2.006901E-02        +1.875264E-03
1.495202E+00        -2.001308E-02        +1.870162E-03
1.493859E+00        -1.995782E-02        +1.865127E-03
1.492517E+00        -1.990227E-02        +1.860063E-03
1.491177E+00        -1.984703E-02        +1.855030E-03
1.489837E+00        -1.979148E-02        +1.849966E-03
1.488499E+00        -1.973622E-02        +1.844931E-03
1.487161E+00        -1.968128E-02        +1.839928E-03
1.485826E+00        -1.962641E-02        +1.834932E-03
1.484491E+00        -1.957213E-02        +1.829932E-03
1.483157E+00        -1.951757E-02        +1.824930E-03
1.481825E+00        -1.946267E-02        +1.819996E-03
1.480494E+00        -1.940841E-02        +1.815097E-03
1.479164E+00        -1.935450E-02        +1.810134E-03
1.477835E+00        -1.930058E-02        +1.805197E-03
1.476507E+00        -1.924666E-02        +1.800295E-03
1.475181E+00        -1.919340E-02        +1.795397E-03
1.473856E+00        -1.913986E-02        +1.790498E-03
1.472532E+00        -1.908659E-02        +1.785662E-03
1.471209E+00        -1.903304E-02        +1.780799E-03
1.469888E+00        -1.897979E-02        +1.775965E-03
1.468567E+00        -1.892686E-02        +1.771163E-03
1.467248E+00        -1.887460E-02        +1.766364E-03
1.465930E+00        -1.882206E-02        +1.761565E-03
1.464613E+00        -1.876914E-02        +1.756765E-03
1.463297E+00        -1.871686E-02        +1.751964E-03
1.461983E+00        -1.866497E-02        +1.747230E-03
1.460669E+00        -1.861303E-02        +1.742465E-03
1.459357E+00        -1.856113E-02        +1.737729E-03
1.458046E+00        -1.850922E-02        +1.733029E-03
1.456737E+00        -1.845734E-02        +1.728332E-03
1.455428E+00        -1.840605E-02        +1.723632E-03
1.454121E+00        -1.835453E-02        +1.718934E-03
1.452814E+00        -1.830322E-02        +1.714231E-03
1.451509E+00        -1.825232E-02        +1.709595E-03
1.450205E+00        -1.820141E-02        +1.704932E-03
1.448903E+00        -1.815053E-02        +1.700299E-03
1.447601E+00        -1.810023E-02        +1.695698E-03
1.446301E+00        -1.804971E-02        +1.691099E-03
1.445001E+00        -1.799940E-02        +1.686497E-03
1.443703E+00        -1.794886E-02        +1.681898E-03
1.442406E+00        -1.789858E-02        +1.677298E-03
1.441111E+00        -1.784870E-02        +1.672764E-03
1.439816E+00        -1.779877E-02        +1.668200E-03
1.438523E+00        -1.774951E-02        +1.663665E-03
1.437230E+00        -1.769994E-02        +1.659163E-03
1.435939E+00        -1.765067E-02        +1.654663E-03
1.434649E+00        -1.760112E-02        +1.650164E-03
1.433361E+00        -1.755187E-02        +1.645667E-03
1.432073E+00        -1.750295E-02        +1.641166E-03
1.430787E+00        -1.745405E-02        +1.636731E-03
1.429501E+00        -1.740575E-02        +1.632266E-03
1.428217E+00        -1.735721E-02        +1.627830E-03
1.426934E+00        -1.730830E-02        +1.623430E-03
1.425652E+00        -1.726002E-02        +1.619030E-03
1.424372E+00        -1.721213E-02        +1.614633E-03
1.423092E+00        -1.716420E-02        +1.610232E-03
1.421814E+00        -1.711631E-02        +1.605834E-03
1.420536E+00        -1.706837E-02        +1.601431E-03
1.419260E+00        -1.702046E-02        +1.597095E-03
