# Source: NUDEC_BSM v2 (https://github.com/MiguelEA/nudec_BSM/tree/v2)
# Escudero, Jackson, Laine, Sandner, arXiv:2511.04747 (2025)
# me = 0.51099895 MeV, alpha = 1/137.035999084
# Baseline: O(e^2) non-log + O(e^2) log summed into col 2;
# O(e^3) in col 3. Loader sums col 2 + col 3.
# T (MeV)           P_int (e^2+e^3) [MeV^4] p^(2)   p^(3)
5.720465E+00        -1.686553E+00        +1.515267E-01
5.715326E+00        -1.680534E+00        +1.509789E-01
5.710192E+00        -1.674458E+00        +1.504368E-01
5.705062E+00        -1.668438E+00        +1.498968E-01
5.699937E+00        -1.662440E+00        +1.493569E-01
5.694817E+00        -1.656443E+00        +1.488248E-01
5.689701E+00        -1.650445E+00        +1.482870E-01
5.684590E+00        -1.644526E+00        +1.477549E-01
5.679484E+00        -1.638551E+00        +1.472250E-01
5.674382E+00        -1.632631E+00        +1.466950E-01
5.669284E+00        -1.626733E+00        +1.461729E-01
5.664191E+00        -1.620914E+00        +1.456451E-01
5.659103E+00        -1.615038E+00        +1.451230E-01
5.654019E+00        -1.609218E+00        +1.446030E-01
5.648940E+00        -1.603420E+00        +1.440831E-01
5.643866E+00        -1.597623E+00        +1.435632E-01
5.638796E+00        -1.591904E+00        +1.430510E-01
5.633730E+00        -1.586127E+00        +1.425332E-01
5.628670E+00        -1.580409E+00        +1.420212E-01
5.623613E+00        -1.574710E+00        +1.415111E-01
5.618561E+00        -1.569091E+00        +1.410012E-01
5.613514E+00        -1.563415E+00        +1.404991E-01
5.608472E+00        -1.557796E+00        +1.399914E-01
5.603433E+00        -1.552120E+00        +1.394892E-01
5.598400E+00        -1.546501E+00        +1.389893E-01
5.593371E+00        -1.540981E+00        +1.384893E-01
5.588346E+00        -1.535405E+00        +1.379893E-01
5.583326E+00        -1.529886E+00        +1.374972E-01
5.578310E+00        -1.524387E+00        +1.369994E-01
5.573299E+00        -1.518890E+00        +1.365073E-01
5.568293E+00        -1.513393E+00        +1.360174E-01
5.563291E+00        -1.507895E+00        +1.355275E-01
5.558293E+00        -1.502475E+00        +1.350453E-01
5.553300E+00        -1.497077E+00        +1.345575E-01
5.548311E+00        -1.491679E+00        +1.340753E-01
5.543327E+00        -1.486281E+00        +1.335954E-01
5.538347E+00        -1.480961E+00        +1.331154E-01
5.533372E+00        -1.475586E+00        +1.326355E-01
5.528402E+00        -1.470267E+00        +1.321634E-01
5.523435E+00        -1.464968E+00        +1.316856E-01
5.518473E+00        -1.459670E+00        +1.312134E-01
5.513516E+00        -1.454451E+00        +1.307435E-01
5.508563E+00        -1.449175E+00        +1.302735E-01
5.503615E+00        -1.443955E+00        +1.298036E-01
5.498671E+00        -1.438757E+00        +1.293336E-01
5.493731E+00        -1.433559E+00        +1.288714E-01
5.488796E+00        -1.428361E+00        +1.284115E-01
5.483866E+00        -1.423242E+00        +1.279516E-01
5.478939E+00        -1.418144E+00        +1.274916E-01
5.474017E+00        -1.412968E+00        +1.270316E-01
5.469100E+00        -1.407926E+00        +1.265795E-01
5.464187E+00        -1.402850E+00        +1.261217E-01
5.459279E+00        -1.397753E+00        +1.256696E-01
5.454374E+00        -1.392732E+00        +1.252196E-01
5.449475E+00        -1.387735E+00        +1.247697E-01
5.444579E+00        -1.382659E+00        +1.243197E-01
5.439688E+00        -1.377716E+00        +1.238697E-01
5.434802E+00        -1.372741E+00        +1.234276E-01
5.429920E+00        -1.367821E+00        +1.229799E-01
5.425042E+00        -1.362845E+00        +1.225377E-01
5.420168E+00        -1.357925E+00        +1.220977E-01
5.415299E+00        -1.353027E+00        +1.216655E-01
5.410435E+00        -1.348130E+00        +1.212278E-01
5.405574E+00        -1.343309E+00        +1.207878E-01
5.400719E+00        -1.338434E+00        +1.203557E-01
5.395867E+00        -1.333613E+00        +1.199257E-01
5.391020E+00        -1.328816E+00        +1.194958E-01
5.386177E+00        -1.324018E+00        +1.190658E-01
5.381338E+00        -1.319219E+00        +1.186358E-01
5.376504E+00        -1.314499E+00        +1.182059E-01
5.371674E+00        -1.309723E+00        +1.177837E-01
5.366849E+00        -1.305003E+00        +1.173637E-01
5.362028E+00        -1.300306E+00        +1.169438E-01
5.357211E+00        -1.295607E+00        +1.165238E-01
5.352399E+00        -1.290988E+00        +1.161039E-01
5.347591E+00        -1.286312E+00        +1.156839E-01
5.342787E+00        -1.281614E+00        +1.152717E-01
5.337987E+00        -1.276993E+00        +1.148540E-01
5.333192E+00        -1.272395E+00        +1.144418E-01
5.328401E+00        -1.267797E+00        +1.140318E-01
5.323614E+00        -1.263277E+00        +1.136218E-01
5.318832E+00        -1.258701E+00        +1.132119E-01
5.314054E+00        -1.254181E+00        +1.128097E-01
5.309281E+00        -1.249606E+00        +1.124020E-01
5.304511E+00        -1.245162E+00        +1.119998E-01
5.299746E+00        -1.240687E+00        +1.115998E-01
5.294985E+00        -1.236189E+00        +1.111921E-01
5.290229E+00        -1.231691E+00        +1.107977E-01
5.285476E+00        -1.227270E+00        +1.103999E-01
5.280728E+00        -1.222872E+00        +1.100000E-01
5.275984E+00        -1.218474E+00        +1.096077E-01
5.271245E+00        -1.214076E+00        +1.092101E-01
5.266510E+00        -1.209679E+00        +1.088179E-01
5.261779E+00        -1.205280E+00        +1.084279E-01
5.257052E+00        -1.200960E+00        +1.080379E-01
5.252329E+00        -1.196584E+00        +1.076479E-01
5.247611E+00        -1.192263E+00        +1.072657E-01
5.242897E+00        -1.187965E+00        +1.068780E-01
5.238187E+00        -1.183667E+00        +1.064958E-01
5.233482E+00        -1.179447E+00        +1.061159E-01
5.228781E+00        -1.175172E+00        +1.057359E-01
5.224083E+00        -1.170950E+00        +1.053559E-01
5.219391E+00        -1.166675E+00        +1.049760E-01
5.214702E+00        -1.162454E+00        +1.045960E-01
5.210018E+00        -1.158334E+00        +1.042238E-01
5.205337E+00        -1.154158E+00        +1.038461E-01
5.200661E+00        -1.149960E+00        +1.034739E-01
5.195989E+00        -1.145839E+00        +1.031039E-01
5.191322E+00        -1.141664E+00        +1.027340E-01
5.186658E+00        -1.137543E+00        +1.023640E-01
5.181999E+00        -1.133445E+00        +1.019940E-01
5.177344E+00        -1.129347E+00        +1.016241E-01
5.172693E+00        -1.125326E+00        +1.012618E-01
5.168046E+00        -1.121250E+00        +1.009018E-01
5.163404E+00        -1.117230E+00        +1.005342E-01
5.158765E+00        -1.113154E+00        +1.001719E-01
5.154131E+00        -1.109133E+00        +9.981504E-02
5.149501E+00        -1.105135E+00        +9.945753E-02
5.144875E+00        -1.101137E+00        +9.909956E-02
5.140254E+00        -1.097139E+00        +9.874396E-02
5.135636E+00        -1.093218E+00        +9.838897E-02
5.131023E+00        -1.089243E+00        +9.803558E-02
5.126413E+00        -1.085321E+00        +9.768333E-02
5.121808E+00        -1.081423E+00        +9.733215E-02
5.117207E+00        -1.077525E+00        +9.698273E-02
5.112610E+00        -1.073627E+00        +9.663452E-02
5.108018E+00        -1.069729E+00        +9.628738E-02
5.103429E+00        -1.065908E+00        +9.594116E-02
5.098844E+00        -1.062032E+00        +9.559670E-02
5.094264E+00        -1.058212E+00        +9.525353E-02
5.089688E+00        -1.054414E+00        +9.491136E-02
5.085116E+00        -1.050615E+00        +9.457017E-02
5.080548E+00        -1.046817E+00        +9.423075E-02
5.075984E+00        -1.043019E+00        +9.389178E-02
5.071424E+00        -1.039298E+00        +9.355434E-02
5.066868E+00        -1.035522E+00        +9.321813E-02
5.062317E+00        -1.031802E+00        +9.288375E-02
5.057769E+00        -1.028026E+00        +9.254975E-02
5.053225E+00        -1.024304E+00        +9.221729E-02
5.048686E+00        -1.020606E+00        +9.188612E-02
5.044151E+00        -1.016985E+00        +9.155594E-02
5.039620E+00        -1.013310E+00        +9.122676E-02
5.035092E+00        -1.009612E+00        +9.089928E-02
5.030569E+00        -1.005990E+00        +9.057232E-02
5.026050E+00        -1.002392E+00        +9.024689E-02
5.021535E+00        -9.987477E-01        +8.992269E-02
5.017024E+00        -9.951355E-01        +8.959949E-02
5.012517E+00        -9.915448E-01        +8.927805E-02
5.008015E+00        -9.879649E-01        +8.895714E-02
5.003516E+00        -9.844019E-01        +8.863770E-02
4.999021E+00        -9.808511E-01        +8.831948E-02
4.994530E+00        -9.773102E-01        +8.800226E-02
4.990044E+00        -9.737802E-01        +8.768610E-02
4.985561E+00        -9.702670E-01        +8.737088E-02
4.981082E+00        -9.667661E-01        +8.705665E-02
4.976608E+00        -9.632759E-01        +8.674426E-02
4.972137E+00        -9.597950E-01        +8.643226E-02
4.967671E+00        -9.563325E-01        +8.612187E-02
4.963208E+00        -9.528815E-01        +8.581263E-02
4.958750E+00        -9.494413E-01        +8.550447E-02
4.954295E+00        -9.460103E-01        +8.519724E-02
4.949845E+00        -9.425977E-01        +8.489107E-02
4.945398E+00        -9.391967E-01        +8.458584E-02
4.940956E+00        -9.358065E-01        +8.428167E-02
4.936517E+00        -9.324255E-01        +8.397920E-02
4.932083E+00        -9.290629E-01        +8.367727E-02
4.927652E+00        -9.257042E-01        +8.337681E-02
4.923225E+00        -9.223609E-01        +8.307758E-02
4.918803E+00        -9.190384E-01        +8.277865E-02
4.914384E+00        -9.157198E-01        +8.248119E-02
4.909969E+00        -9.124089E-01        +8.218496E-02
4.905559E+00        -9.091164E-01        +8.188981E-02
4.901152E+00        -9.058355E-01        +8.159558E-02
4.896749E+00        -9.025646E-01        +8.130237E-02
4.892350E+00        -8.993038E-01        +8.101015E-02
4.887955E+00        -8.960607E-01        +8.071894E-02
4.883565E+00        -8.928307E-01        +8.042956E-02
4.879178E+00        -8.896023E-01        +8.014059E-02
4.874795E+00        -8.863893E-01        +7.985239E-02
4.870415E+00        -8.831879E-01        +7.956512E-02
4.866040E+00        -8.800049E-01        +7.927969E-02
4.861669E+00        -8.768267E-01        +7.899474E-02
4.857302E+00        -8.736639E-01        +7.871055E-02
4.852938E+00        -8.705051E-01        +7.842807E-02
4.848579E+00        -8.673623E-01        +7.814613E-02
4.844223E+00        -8.642312E-01        +7.786566E-02
4.839872E+00        -8.611110E-01        +7.758573E-02
4.835524E+00        -8.580000E-01        +7.730727E-02
4.831180E+00        -8.549068E-01        +7.702929E-02
4.826840E+00        -8.518183E-01        +7.675284E-02
4.822504E+00        -8.487452E-01        +7.647687E-02
4.818172E+00        -8.456769E-01        +7.620167E-02
4.813844E+00        -8.426239E-01        +7.592825E-02
4.809519E+00        -8.395827E-01        +7.565523E-02
4.805199E+00        -8.365522E-01        +7.538305E-02
4.800882E+00        -8.335311E-01        +7.511258E-02
4.796570E+00        -8.305209E-01        +7.484265E-02
4.792261E+00        -8.275199E-01        +7.457344E-02
4.787956E+00        -8.245291E-01        +7.430599E-02
4.783655E+00        -8.215560E-01        +7.403902E-02
4.779358E+00        -8.185877E-01        +7.377283E-02
4.775064E+00        -8.156341E-01        +7.350758E-02
4.770775E+00        -8.126860E-01        +7.324340E-02
4.766489E+00        -8.097526E-01        +7.298017E-02
4.762207E+00        -8.068316E-01        +7.271795E-02
4.757929E+00        -8.039131E-01        +7.245674E-02
4.753655E+00        -8.010100E-01        +7.219653E-02
4.749385E+00        -7.981194E-01        +7.193734E-02
4.745118E+00        -7.952381E-01        +7.167909E-02
4.740856E+00        -7.923677E-01        +7.142116E-02
4.736597E+00        -7.895067E-01        +7.116470E-02
4.732342E+00        -7.866558E-01        +7.090872E-02
4.728091E+00        -7.838150E-01        +7.065428E-02
4.723844E+00        -7.809844E-01        +7.040032E-02
4.719600E+00        -7.781632E-01        +7.014708E-02
4.715360E+00        -7.753521E-01        +6.989485E-02
4.711124E+00        -7.725511E-01        +6.964363E-02
4.706892E+00        -7.697603E-01        +6.939342E-02
4.702664E+00        -7.669796E-01        +6.914423E-02
4.698440E+00        -7.642090E-01        +6.889604E-02
4.694219E+00        -7.614479E-01        +6.864805E-02
4.690002E+00        -7.586969E-01        +6.840159E-02
4.685789E+00        -7.559561E-01        +6.815562E-02
4.681580E+00        -7.532254E-01        +6.791119E-02
4.677374E+00        -7.505118E-01        +6.766718E-02
4.673172E+00        -7.478031E-01        +6.742396E-02
4.668974E+00        -7.450946E-01        +6.718174E-02
4.664780E+00        -7.424090E-01        +6.694054E-02
4.660590E+00        -7.397231E-01        +6.669959E-02
4.656403E+00        -7.370496E-01        +6.646012E-02
4.652220E+00        -7.343886E-01        +6.622114E-02
4.648041E+00        -7.317378E-01        +6.598293E-02
4.643865E+00        -7.290965E-01        +6.574568E-02
4.639694E+00        -7.264583E-01        +6.550950E-02
4.635526E+00        -7.238349E-01        +6.527428E-02
4.631362E+00        -7.212241E-01        +6.504007E-02
4.627201E+00        -7.186151E-01        +6.480607E-02
4.623045E+00        -7.160222E-01        +6.457365E-02
4.618892E+00        -7.134336E-01        +6.434167E-02
4.614742E+00        -7.108597E-01        +6.411041E-02
4.610597E+00        -7.082915E-01        +6.387946E-02
4.606455E+00        -7.057303E-01        +6.364999E-02
4.602317E+00        -7.031794E-01        +6.342178E-02
4.598183E+00        -7.006386E-01        +6.319382E-02
4.594052E+00        -6.981074E-01        +6.296658E-02
4.589925E+00        -6.955863E-01        +6.274036E-02
4.585802E+00        -6.930754E-01        +6.251515E-02
4.581683E+00        -6.905747E-01        +6.229020E-02
4.577567E+00        -6.880760E-01        +6.206597E-02
4.573455E+00        -6.855926E-01        +6.184276E-02
4.569346E+00        -6.831137E-01        +6.162050E-02
4.565242E+00        -6.806507E-01        +6.139932E-02
4.561141E+00        -6.781921E-01        +6.117911E-02
4.557043E+00        -6.757406E-01        +6.095909E-02
4.552949E+00        -6.732994E-01        +6.073986E-02
4.548860E+00        -6.708614E-01        +6.052169E-02
4.544773E+00        -6.684375E-01        +6.030443E-02
4.540691E+00        -6.660268E-01        +6.008749E-02
4.536612E+00        -6.636182E-01        +5.987127E-02
4.532536E+00        -6.612243E-01        +5.965601E-02
4.528465E+00        -6.588360E-01        +5.944182E-02
4.524397E+00        -6.564550E-01        +5.922860E-02
4.520332E+00        -6.540835E-01        +5.901559E-02
4.516272E+00        -6.517153E-01        +5.880340E-02
4.512215E+00        -6.493618E-01        +5.859218E-02
4.508161E+00        -6.470128E-01        +5.838193E-02
4.504111E+00        -6.446791E-01        +5.817194E-02
4.500065E+00        -6.423505E-01        +5.796272E-02
4.496023E+00        -6.400297E-01        +5.775453E-02
4.491984E+00        -6.377185E-01        +5.754654E-02
4.487949E+00        -6.354100E-01        +5.734009E-02
4.483917E+00        -6.331162E-01        +5.713409E-02
4.479889E+00        -6.308275E-01        +5.692886E-02
4.475865E+00        -6.285466E-01        +5.672390E-02
4.471844E+00        -6.262754E-01        +5.652042E-02
4.467827E+00        -6.240143E-01        +5.631745E-02
4.463813E+00        -6.217554E-01        +5.611444E-02
4.459804E+00        -6.195123E-01        +5.591302E-02
4.455797E+00        -6.172732E-01        +5.571201E-02
4.451794E+00        -6.150419E-01        +5.551177E-02
4.447795E+00        -6.128209E-01        +5.531255E-02
4.443800E+00        -6.106025E-01        +5.511360E-02
4.439808E+00        -6.083988E-01        +5.491537E-02
4.435820E+00        -6.062003E-01        +5.471816E-02
4.431835E+00        -6.040091E-01        +5.452193E-02
4.427854E+00        -6.018280E-01        +5.432595E-02
4.423876E+00        -5.996491E-01        +5.413071E-02
4.419902E+00        -5.974855E-01        +5.393573E-02
4.415931E+00        -5.953265E-01        +5.374224E-02
